texts,label
The following leading domestic stories Portuguese newspapers DIARIO ECONOMICO Banco Portugues de Investimento BPI future owner Banco de Fomento e Exterior BFE The distribution income Portugal became unequal first four years s according study Bank Portugal BPI shares rose percent hit high escudos Finance Minister Antonio Sousa Franco said BPI approved candidate privatisation BFE PUBLICO The opposition centreright Social Democratic Party PSD northern district Vila Conde voted favour opening Siemenss semiconductor factory area DIARIO DE NOTICIAS The president Portuguese retailer Jeronimo Martins Alexandre Soares dos Santos told paper interested acquiring assets retail chain Pao de Acucar He denied talks taking place Jeronimo Martins French company Auchan recently bought Pao de Acucar view Jeronimo Martins acquiring stake Pao de Acucar Lisbon bureau,GCAT
HOSPODARSKE NOVINY Steel producer VSZ discussed possible ways cooperation Chinese firm Yunnan Tin Corporation Pohang Ironand Steel Co South Korea The overall volume loans commercial banks increased billion crowns six percent first half year total around billion June Some agricultural firms worth around billion crowns far privatised second privatisation wave The total number agricultural companies slated second wave property estimated worth billion crowns Revenues sale water totalled billion crowns first half year percent less period last year The overall area sown oil plants rapeseed sunflower Slovakia totals hectares The countrys consumption would require area increase least hectares PRACA The paper quotes Russian oil sources saying manageremployee jointstock company Slovintegra holds percent oil refiner Slovnaft already paid remaining million crowns total sum one billion stake bought National Property Fund SME The paper writes VSZ controls percent Dopravna Banka PRAVDA Slovak opposition parties preparing joint proposals personnel reconstruction supervisory bodies controlling Slovak Inteligence Service SIS National Property Fund NPF state privatisation agency Bratislava Newsroom,GCAT
Prepared Reuters The Broadcast Monitoring Co DAILY TELEGRAPH MERSEY DOCKS TO CLOSE CROSSCHANNEL SERVICE Mersey Docks & Harbour Co close Eurolink Sheerness Vlissinger crossChannel passenger service The company incurred losses million stg six months June The company still seeking sell Eurolink freight operations going concern close buyer found BRITISH NUCLEAR WINS CLEANUP CONTRACT British Nuclear Fuels percent share contract clean one biggest nuclear sites America The billion stg contract clean Savannah River complex five years gone consortium led Westinghouse includes Bechtel Babcock & Wilcox well British company British Nuclear brings expertise waste management technology consortium key role massive cleanup programme USAIR IN NEW MOVE AGAINST BA TIEUP USAir opened another avenue attempt disrupt British Airways American Airlines alliance yesterday making applications operate four routes Heathrow The application filed US authorities fly routes Boston Charlotte Philadelphia Pittsburgh The company percent owned BA already irritated BA filing lawsuit seeking damages alleged breach existing shareholding agreement claiming alliance American Airlines anticompetitive THE TIMES BRITISH GAS REJECTS OFGAS COMPROMISE British Gas yesterday rejected proposals gas regulator price control compromise TransCo pipelines business British Gass rejection comes substantial modification pricing proposals announced May The proposals would cut revenues million stg next year bill reductions domestic users would scale stg per household The two sides set course Monopolies Mergers Commission inquiry SALE OF COMPONENTS DIVISION HELPS MARLEY TO MLN STG PROFIT Marley building materials group yesterday reported first half fall underlying profits In six months ended June company made underlying pretax profit million stg million stg made year ago Results helped exceptional gain million stg sale automotive components division The company said overseas markets recovering UK market disappointing IRISH TEA GOES COLD ON UNILEVER The minority shareholders Lyons Irish Holdings holding bid Unilever By Tuesday first closing date offer Unilever Ireland acceptances outstanding million shares Chairman Lyons Irish percent Irish Republics tea market Pierce Butler said result resounding rejection Unilever offer THE GUARDIAN HIGH STREET TAKES A KNOCK The Government last night dismissed surprise fall high street spending arguing international antiques fair one several exceptional factors masking strong upward trend consumer activity Retail sales fell percent July leading fears return consumer boom The annual threemonthly comparisons however showed spending rising FOUR EXPELLED FROM CITY AS SFA CRACKS THE WHIP Robert Sim Jenkins former financial controller Barclays Stockbrokers expelled City SFA embezzlement currently serving prison term for Three former members also struck fourth censured continuing crackdown SFA illegal activity CORRUPTION RISING IN THE BOARDROOM Department Trade Industry figures released yesterday showed percent rise number directors disqualified unfit conduct second quarter compared period last year The DTI Insolvency Service barred individuals holding directorships compared previously THE INDEPENDENT FRENCH FIRM MAY BUY THIRD RAIL FRANCHISE CGEA Frenchowned transport company yesterday announced successful bid South Eastern Trains Operating name Connex company control two three main companies making old Southern Region Britains largest commuting area One companies senior executives said Connex could gain control whole former Southern Region British Rail Connex receive million stg subsidy run South Eastern MILK WHOLESALER AGREES TO OFT PRICES SHAKEUP The milk industrys wholesaling body gave assurances Office Fair Trading yesterday would modify milk selling system The main dairy companies Unigate Northern Foods complained existing Milk Marque pricing structure believe fails reflect supply demand resulting higher prices consumers John Bridgeman director general Fair Trading said would refer supply milk Monopolies mergers Commission would continue monitor situation NEW LOOK PLANS TO OPEN STORES The womenswear retailer New Look abandoned stock market flotation two years ago plans open stores next five years add present The rapid expansion programme would make New Look one largest fashion chains Britain For full range news monitoring services phone BMC,GCAT
The Washington Post carried following items front page business section WASHINGTON Many Washington business leaders back plan appoint outside receiver run citys ailing schools WASHINGTON Consumer confidence rose sharply August highest level six years WASHINGTON Many leaders hightech community endorsing President Clintons reelection bid WASHINGTON Aerospace Corp federally funded think tank signed letter intent become forprofit subsidiary Science Applications International Corp,GCAT
These leading stories Skopje press Tuesday Reuters verified stories vouch accuracy DNEVNIK Leading opposition parties negotiating possible coalition forthcoming elections warning many unknown elements due governments slowness reforming electoral system Government interference made mockery Macedonian Stock Exchange NOVA MAKEDONIJA Interethnic tensions growing Tetovo approach local elections Opposition Albanian Party Democratic Prosperity PPDA plans take local government create crisis destabilise country force government legalise Albanian language ethnic Albanian institutions The Macedonian government opts proportional election system councillors majority model election mayors The long overdue local elections held least days parliament adopts new election law VECER Drug abuse Macedonia alarmingly high even tenyear old children recruited future addicts Skopje overrun rats due lack city regulations pest extermination Skopje newsroom,GCAT
Port conditions Lloyds Shipping Intelligence Service GHANA Aug Tema Takoradi berthing delays expected Sept ISRAEL Aug No labour problems Haifa seven vessels berthed operating discharging general cargo bulkers container vessels anchored discharge general cargo bulk cargo containers bunkering repairs/drydocked awaiting orders due days delay Ashdod vessels berthed operating loading general cargo bulkers discharging general cargo bulkers containers waiting anchorage containers discharge general cargo repair/drydocked awaiting orders Days delay Eilat two vessels berthed operating both loading general cargo bulker Container vessel waiting anchorage JORDAN Aug Aqaba two vessels loading berth phosphate bulk dap discharging bagged sugar general cargo wheat containers cars meat sulphur waiting anchorage load phosphate livestock awaiting orders MOZAMBIQUE Aug Nacala port working normally first come first served basis No restrictions berthing sailing night time subject gratuity paid pilot Draft restriction metres plus height tide general cargo berths metres container berths One tug available Beira general cargo berths working normally first come first served Container/other terminals working normally Pilotage restricted daylight Two tugs fully operational Night navigation special arrangement restricted metres loa Maputo pilotage daylight only Two tugs one order All berths working normally expected remain first come first served Draft restriction channel metres less metres plus rise tide NAMIBIA Aug Walvis Bay port working normally SOUTH AFRICA Aug Richards Bay general cargo berths congested berthing delays hours Bulk import berths congested delays hours Bulk export berths working normally Bulk coal berths vessels berthing arrival expected continue / Nine vessels due / Durban container terminal delays hours Point New Pier/Maydon Wharf berths working normally Maize terminal Maydon wharf two maize loaders August September Citrus terminal busy August Delays supplying bunkers due bunching vessels Dry/floating docks fully booked September East London general cargo/combi terminal berths extremely busy delays Drydock one vessel etd / one expected thereafter Copper moving parcels tonnes per month Far East Major problems elevator spouts due installation dust extractors Otherwise extremely busy maize exports delays days Gas oil pipeline fairly busy accommodate vessels Log loaders CBM hand awaiting shipment Scrap steel tonnes hand awaiting shipment Port Elizabeth working normally vessels port No delays general ore tanker fruit berths Container berths two vessels port one vessel due / wait / berth Cape Town breakbulk delays vessels working arrival Container terminal delays week due relocating gantry cranes Bunker berths hours delays coming week due limited berths nonavailability fuel Drydock repair quay full advance booking essential Saldanha Bay working normally,CCAT
These leading stories Skopje press Friday Reuters verified stories vouch accuracy DNEVNIK At least people killed injured Berovo kilometres west Skopje lightning struck group thousand people religious gathering Opposition says governments arrogance provoking boycott elections scheduled fall everything convince government accept compromise NOVA MAKEDONIA Foreign credits Macedonia largely approved productive investments still three times requests available ten million German marks Skopje newsroom,GCAT
These leading stories Skopje press Thursday Reuters verified stories vouch accuracy DNEVNIK Will Liberal Party former government coalition member opposition parliament boycott local elections fall since new political allies Opposition Democratic Party IMRO Democratic Party National Unity already preaparing move Skopje asked UN Security Council prolong mandate UN protection force Macedonia UNPREDEP another six months The current mandate expires Novmeber NOVA MAKEDONIJA The Macedonian denar attain external convertibility two three years most says Governor National Bank Macedonia Borko Stanoevski He considers denar stable German mark moment VECER Footandmouth disease still present village Cejlane near Skopje due resistance local farmers The farmers allowing slaughter cattle alleging fraud Skopje newsroom,GCAT
The following top headlines leading Italian newspapers TOP POLITICAL STORIES Northern League party leader Umberto Bossi booed theatre audience A performance Giuseppe Verdis Nabucco Verona Bossi says ready renounce parliamentary immunity face magistrates want prosecute him To put trial put Northern Italy trial all Minister Public Works Antonio Di Pietro says prove accusations former Christian Democrat secretary general Ciriaco De Mita Di Pietro blamed De Mita saying he keeps asking favours all Di Pietro also quoted friends saying Prodi government wants lead center political movement all Communist leader Fausto Bertinotti says I appreciate government good next autumns big issues employment educationand STET La Stampa But Interior Minister Giorgio Napolitano says Bertinottis recent threats sink government STET privatisation unacceptable Corriere della Sera TOP BUSINESS STORIES Inflation data six sample cities show sharp slowdown A pct rate expected year year basis lowest since July Sources Treasury Ministry said the inflation slowdown due recession banks too slow reducing interest rates Banking association Abi replies Its Bank Italy Corriere Stampa Il Sole Ore Reuter verified stories cannot vouch accuracy Milan bureau,GCAT
Here highlights stories Danish press Tuesday Reuters verified stories vouch accuracy BERLINGSKE TIDENDE The issue changing early retirement system split Danish government cannot agree plan cut benefits capital savings POLITIKEN Chinese authorities agreed meet Danish experts discuss democratic elections legal principles foreign minister Niels Helveg Petersens visit China September JYLLANDSPOSTEN Medicine prices rise next year part new government budget introduce cuts medicine subsidies totalling million crowns Scandinavian Airlines System SAS pay compensation million crowns Swissair believed two sides agreed end partnership within Quality Alliance peacefully BORSEN Denmark country honour OECD agreement subsidising shipyards still harder shipyards win orders without breaking present agreement DET FRI AKTUELT Danish dairy group MD Foods expected success yoghurt product Gaio Great Britain The product launched June last year,GCAT
These leading stories Algerian press Thursday reported official Algerian news agency APS Reuters verified stories vouch accuracy LE MATIN Morocco releases three Algerians years secret detention EL MOUDJAHID The government prepares next academic year number students reaches LAUTHENTIQUE The government unions business representatives face hard negotiations next week AL KHABAR Joint committee grouping political parties presidency representatives submitted report President Liamine Zeroual party activity law EL WATAN Three years killing former prime minister Kasdi Merbi mystery still shrouds murder,GCAT
The following leading stories Finnish papers morning HELSINGIN SANOMAT A year old Finnish boy missing since November last year found village Estonia The police suspect mother arranged kidnapping It seems custody case police spokesman said Finance Minister Sauli Niinisto questions Finlands neutrality status Soviet period Niinisto says FinnSoviet friendship pact compared military pacts Soviet Union eastern European countries Money markets expect cut base rate today board parliamentary supervisors meet today The base rate yields percent tender rate The good weather August increased grain harvest almost onefifth last year KAUPPALEHTI Industry confident wood sales pick autumn crucial wood price agreement concluded weekend French asset management company Alliance Capital Management sold five million Nokia shares around one billion markka July The group still owns percent Nokia Income tax reductions planned next year benefit textiles garment industry says industry spokesman Finnish vehicles maker Oy Sisu Ab interested launching tractor production Russia Sees great demand tractors Russia little supply DEMARI Customs crimes risen percent first half compared corresponding period last year Tax fraud alcohol smuggling comprised onethird crimes Foreign Minister Tarja Halonen wants bolster Finlands profile human rights issues Halonen says Finland active pressuring Burma human rights questions Finnish police say little child porno distributed Finland Say accusations Finnish internet entrepreneurs involvement distribution highly exaggerated TURUN SANOMAT UPMKymmene CEO Juha Niemela sees pace forest industry capacity increase slowing coming years Veera Heinonen Helsinki newsroom,GCAT
These leading stories Maltese press Tuesday Reuters verified stories vouch accuracy THE TIMES Russian plane bound Malta crashes Belgrade Mystery nature cargo bound Libya International news agencies reported Monday plane carrying military hardware aircrafts owners said carrying sportswear rescue flares The Malta government said plane carrying agricultural equipment sportswear unloaded Malta shipment Libya Opposition says government hiding real economic situation Labour Party spokesman Lino Spiteri said five percent growth year was according Malta Central Bank expected come government expenditure private consumption harming balance payments Spiteri said economic expansion based exports INNAZZJON Company considering legal action opposition leader Malta Fishfarming considering action opposition leader Alfred Sant Sunday said operating without planning permission Sant Monday issued statement saying mistaken said prime ministers son involved company LORIZZONT General workers union warns industrial action Sea Malta The dispute collective agreement working conditions,GCAT
Here highlights Polish newspapers morning RZECZPOSPOLITA According survey PBS polling institute percent Poles dark consequences coming central government administration reform Polands sugar production may exceed million tonnes record level many years due good beet harvests year sugar farming production sector representatives say Central Statistical Office GUS forecasts much less optimistic envisage harvests last years levels Inflation may reach percent level envisaged finance ministry rising prices meat fats central heating hot water medication stemmed Planning Minister Mieczyslaw Pietrewicz said A new bridge Vistula river came operation Pulawy Lublin province last week A million World Bank loan covered percent construction costs The opposition Union Freedom UW plans propose noconfidence vote Health Minister Jacek Zochowski alleging corruption fraud ministry confirmed Supreme Auditing Council NIK reports UW deputy Marek Balicki said NOWA EUROPA The finance ministry wants sell Tbills worth million zlotys September Poznanbased Wielkopolski Bank Kredtytowy WBK considering friendly takeover controlling stake PolishAmerican Mortgage Bank PABH WBK board president Jacek Ksen said Shareholders Mostostal Zabrze Holding SA construction firm approved million zloty five year convertible bonds issue par value zlotys each Mostostal representatives said Polands money market remained overliquid despite Mondays National Bank Polands NBP million zlots oneday reverse repo central bank slashed maximum accepted rate last drainage GAZETA WYBORCZA Polands construction inspectorgeneral Andrzej Dobrucki wants create service police sector seeking one million zlotys fund pay construction site inspectors The Prime Minister decide soon Zachodni National Investment Fund NFI sell one department Wroclawbased Pilmet agricultural machinery maker Danish firm Danfoss The contract signed September The value contract known From midNovember last year yesterday million NFI certificates collected Polands privatisation programme Polands gross national product GNP grow six percent year according KERM KSERM cabinet bodies grouping economic ministers ZYCIE WARSZAWY In September October year central bank cut interest rates credits second time year decrease profitability Tbills Bank Handlowy Capital Operations Centre said report The joint venture linking Polands Universal foreign trade company Hyundai Corporation South Korea started passenger car production one day government introduced regulations limiting imports car parts According estimates Polands Baltic coast summer holiday tourism agencies saw percent sales slump year compared due rain July exaggerated prices compared offers southern Europe PARKIET Shareholders Kielcebased listed construction firm Exbud SA registered shares representing percent two million share rights issue Exbud representatives said Polands privatisation ministry ready annul tender Wroclawbased rolling stock maker Pafawag Adtranz joint venture linking ABB Daimler Benz AG carry purchase offer end August Warsaw Newsroom,GCAT
Fears autumn industrial unrest France drove Paris stocks sharply Thursday hit franc fell fivemonth low mark one stage The rest Europe put mixed performance dollar marked time traders distracted marks movements particularly weak franc The Paris bourse recovered losses still percent midmorning depressed concerns French unions preparing challenge conservative government autumn social economic policies Were looking context similar November when public sector unions struck three weeks possibly worse trader said The worries industrial unrest single currency timetable dragged franc per mark worst level since March regained little strength GMT The franc victim worries Economic Monetary Union EMU runup budget presentations Debate EMU timetable efforts meet convergence criteria rekindled fears largely soothed European Union show unity Threats strikes France pointed difficulty reconciling fiscal austerity public resistance spending cuts demanded EMU The French arithmetic add credibility sums immediately questioned said Stuart Thomson chief international economist Nikko Europe Traders watching mark hit francs top old trading range European Exchange Rate Mechanism ERM fluctuation bands widened analysts said Further pressure franc prompted nerves French jobless figures Friday High unemployment many European countries putting pressure governments efforts curb budget deficits In contrast dollar quiet day It barely changed mark slightly yen The dollar got life own said Tim Fox treasury economist Standard Chartered adding mark strengthened European currencies dollar would come pressure Other European equity markets mixed London slipping slightly recent gains saw FTSE index hit new closing high Wednesday Theres tad caution ahead US holiday Labour Day US employment numbers next week one dealer said We saw good results morning broad market nothing new grab to said another Were whim wind In Frankfurt stocks slipped positive territory markets lacking direction neutral overnight close Wall Street CURRENCIES AT GMT The dollar yen marks compared Wednesdays European close yen marks STOCK MARKETS AT GMT Londons FTSE index Frankfurts DAX index Trading computerised IBIS index The Paris CAC PRECIOUS METALS Gold fixed ounce compared Wednesdays close Silver two cents,MCAT
Following major events occurred August history BC Cleopatra Queen Egypt died She said committed suicide allowing asp bite breast Lothair II Duke Saxony elected king Germans Louis XI France died succeeded Charles VIII Russia defeated Prussians Gross Jagersdorf In Seven Years War Mary Shelley English novelist born Author Frankenstein wife poet Percy Bysshe Shelley The second battle Bull Run took place US Civil War Confederate forces General Stonewall Jackson defeated Federal army Clement Ader patented first stereophonic sound system Germany Raymond Massey Canadianborn character actor born His early career marked portrayal Abraham Lincoln stage screen versions Abe Lincoln Illinois One historys great military disasters took place Battle Tannenberg The Russian Second Army Samsonov enveloped crushed Germans lost men Samsonov committed suicide Turkey declared war Romania Lenin new leader Soviet Russia survived assassination attempt social revolutionary Diplomats London signed Dawes plan agreement calling payment reparations Germany former enemies World War One Jawaharlal Nehru founded Independence India League work towards freedom British rule Hermann Goering elected president German Reichstag Sir JJ Thomson English physicist discovered electron died aged buried near Isaac Newton nave Westminster Abbey Senator Strom Thurmond South Carolina set new filibuster record US Congress spoke hours civil rights bill A hot line link Kremlin White House went operation designed reduce risk accidental war reduce sudden EastWest tension Kenya banned hunting elephants trade ivory President Mohammad Ali Rajaei Prime Minister Mohammad Javad Bahonar Iran killed bomb blast PLO leader Yasser Arafat abandoned headquarters Beirut following Israeli invasion Lebanon LtCol Guion Bluford became first AfroAmerican space one crew five space shuttle Challenger The Bulgarian parliament approved Andrei Lukanov prime minister Azerbaijan declared independence Soviet Union Businessman Robert Malval sworn Haitis new prime minister Bosnian Serbs overwhelmingly rejected international peace plan weekend poll final result showing percent voted said No,GCAT
These leading stories Beirut press Friday Reuters verified stories vouch accuracy ANNAHAR President Hrawi launched toughest attack Lebanese boycotted parliamentary elections Former MP Mokheiber lost Mount Lebanon elections called Hrawis resignation said would appeal elections results Consitutional Council Former Prime Minister Hoss announced incomplete electoral list ASSAFIR Russian ambassador Lebanon We contacting parties concerned ease tensions Middle East The consolidated balance sheet Lebanons commercial banks rose percent June ALANWAR Minister Interior Murr I resign supervise election Prime Minister Hariri declare electoral list within hours ADDIYAR An Iranian delegate Damascus mediate Amal movement Hizbollah NIDAA ALWATAN Minister Economy Jaber We go harsh economic phase,GCAT
These leading stories Greek Cypriot press Tuesday Reuters verified stories vouch accuracy CYPRUS MAIL Sudanese hijacked plane lands Cyprus refuelling No rise defence levy year said government spokesman Yiannakis Cassoulides PHILELEFTHEROS Intensive urges reshuffling ministers The roles reversed Cyprus Airways It company demands unions action decrease operational costs airline SIMERINI Ministry finance preparing study side effects rise defence levy,GCAT
These leading stories Belgrade press Tuesday Reuters verified vouch accuracy POLITIKA Yugoslav state economic delegation headed Deputy Prime Minister Nikola Sainovic visits Sarajevo Banja Luka agrees concrete forms cooperation including regular Yugoslav airline flights two towns within ten days Yugoslav Foreign Minister Milan Milutinovic visiting Rome Vatican Tuesday Yugoslav Macedonian expert teams putting finishing touches bilateral trade agreement Skopje Croatian bus company Autotrans Rijeka Belgrades Lasta agree establish direct crossborder bus links BelgradeRovinj BelgradeRijeka RijekaNovi Sad RijekaPristina Federal economics ministry discuss plans construction km transBalkan gas pipline Dimitrovgrad via Nis Bar Bari Italy would transport additional seven ten thousand cubic meters Russian gas Italy This years yields corn sunflower soya sugar beet average despite severe drought says Yugoslav agriculture minister Tihomir Vrebalov There enough sugar domestic needs tonnes oil excess could exported Ethnic Albanians Kosovo take part forthcoming elections says President Democratic League Kosovo Ibrahim Rugova NASA BORBA Kragujevac Zastava arms factory protest gathers momentum entering second week workers ban directors entering factory Proposal submitted Arthur Watts economic succession former Yugoslav federation meets objections former federation members serious related state property VECERNJE NOVOSTI Montgenegrin President Momir Bulatovic says YugoslaviaCroatia normalistion agreement increases chances finally settling issue Prevlaka peninsula Trade Ukraine Yugoslavia could soon reach value two billion dollars agree Yugoslav Prime Minister Radoje Kontic Ukrainian ambassador Belgrade Vadim Primachenko Belgrade newsroom,GCAT
These leading stories South African press Wednesday Reuters verified stories vouch accuracy BUSINESS DAY Reserve Bank Governor expressed hope South Africas balance payments difficulties would solved without need raise interest rates again South Africas real GDP rose percent second quarter compared percent first agriculture pulled weight rest economy remained resilient McDonalds Corp sole rights trademarks registered South Africa removing symbolic obstacle investment South Africa The longawaited deal National Empowerment Consortium NEC buy Anglo American Corp South Africa Ltds percent stake Johnnies Industrial Corp Ltd finalised McCarthy Retail Ltd attributable income rose percent million year June despite pressure motoring business BUSINESS REPORT Reserve Bank Governor Chris Stals scotched remaining hopes relief high interest rates near future said tight monetary policy maintained discourage rising demand credit South Africas GDP grew percent second quarter percent first Liberty Life Properties said would invest million rand six new hotels managed Southern Sun THE STAR Vlakplaas police cammander Eugene de Kock found guilty charges including six murder plead posttraumatic stress syndrome mitigation Two policement attached Pretorias vehicle theft unit gunned Tuesday Johannesburg newsroom,GCAT
These leading stories Jordanian press Wednesday Reuters verified stories vouch accuracy JORDAN TIMES King dialogue instrument progress visits Aiy Karak governorate cheering welcome pledges build state law Prime Minister Kabariti says Jordan remain Iraqis lifeline Prince Hassan says royal commission modernisation reforms sets framework proposals achieve justice all AD DUSTOUR The government backtrack decision raising bread prices three million already received compensation payments government scheme List detainees released aftermath riots In meeting parliamentary public liberties committee focus matters direct impact peoples life AL ASWAQ King Hussein says every Jordanian get share prosperity Stocks continue upward trend confidence investment promotion moves AL RAI King Hussein says Jordan set civil society rule law institutions dialogue path progress King Hussein visit Madaba governorate Thursday Release detainees Tafila governate Turkish Foreign Minister Tansu Ciller arrive Amman next Tuesday,GCAT
These main stories Sofia newspapers today Reuters verified stories vouch accuracy CHASA Bulgarias cumulative inflation expected accelerate percent due slump national currency lev local forex market experts said The Dutch ABNAmro bank tender EUs PHARE programme twoyear exchange expertise staff Bulgarian stateowned Biohim bank Biohims executive director Ivan Dimov said STANDART Maximum petrol prices rise percent September cabinet decided closeddoor session Bulgarias debtridden forklift truck producer Balkancar Holding initially slated liquidation governments sructural reform programme privatised instead end year industry minister Lyubomir Dachev said cabinet meeting Electricity prices expected rise five ten percent end year energy minister Roumen Ovcharov said Bulgarias monthly inflation seen percent National Price Commissions chairman Dimitar Grivekov said report cabinet KONTINENT The Supreme Court expected rule Monday appeal Socialist Party electoral commisions refusal register candidate US born Foreign Minister Georgi Pirinski presidential elections due October Energy minister Roumen Ovcharov said could gurantee Bulgaria would avoid power cuts winter Bulgaria lacks money coal imports thermal power stations TROUD The International Monetary Funds mission currently Bulgaria demanded Bulgarian government guarantee citizens deposits cases future bankrupcies commercial banks mission head Anne McGuirk said thus rejecting local media reports The International Monetary Fund approved possibility Bulgarias second largest credit institution State Savings Bank able attract citizens hard currency deposits well SSB management said talks visiting IMF mission Under current regulations SSB holds citizens lev deposits allowed attract deposits hard currency,GCAT
These leading stories Bahraini press Sunday Reuters verified stories vouch accuracy ALAYAM Government United Nations Development Programme carry projects Bahrain AKHBAR ALKHALEEJ Algerian president sends message Bahrains emir bilateral relations Awarding contract new power water plant expected later year GULF DAILY NEWS Bahrain invited attend conference Islamic Chamber Commerce Industry Meeting held Jakarta October discuss role private sector Moslem states,GCAT
The New York Times reported following business stories Wednesday Feed companies Kyowa Hakko Kogyo Co Ltd Ajinomoto Co Sewon Co agree settle pricefixing charges lysine testify Archer Daniels Midland Co US appeals court clears major legal obstacle Lloyds London recovery plan Westinghouse Electric Corp puzzles break up Old guard clashes new American Stores Co A US government corporations desire profits clouding effort buy Russian nuclear materiel US appeals court revives TLC Beatrice Holdings Inc s challenge settlement claims Michael Milken others associated Drexel Burnham Lambert Fidelity Investment fund manager Robert Beckwitt leaves Goldman Sachs & Co The Dow Jones Industrial Average rises points The Nasdaq composite index jumps points Consumer confidence sixyear high Boeing Co plans add workers boost production rate FoxMeyer Health Corp unit files bankruptcy Matsushita Electric Industrial Co Ltd rebounds latest quarter Britains Prudential Corp Plc selling reinsurance unit Swiss Reinsurance Co National Football League launches million publicity campaign focused players personalities New York newsroom,GCAT
NEUE ZUERCHER ZEITUNG Flavio Cotti Swiss foreign minister current head Organisation Security Cooperation Europe said OSCE take action election manipulations Bosnia Switzerlands road show promote country called Treffpunkt Schweiz opened Leipzig held nine German cities The Atel Groups sixmonth profit rose percent million Swiss francs compared period Galactina Group selling childrens food tofu product nutrition product divisions Wander AG subsidiary Sandoz Galactina concentrate core pharmaceuticals medical technology business TAGES ANZEIGER The Swiss Nationalbank intervened money market order offset overvaluation Swiss franc The magazine Institutional Investor ranked Union Bank Switzerland number ten world terms amount capital JOURNAL DE GENEVE The Swiss government putting article constitution organ transplants order better control regulations distribution,GCAT
These leading stories Malawi press Thursday Reuters verified stories vouch accuracy THE NATION Finance economic minister Aleke Banda said Monday naive say government earth free corruption Banda believed leaving country scout donor aid said allegations Malawi government corrupt would frustrate efforts admitted could one two corrupt people government THE DAILY TIMES A chick four legs three anal parts hatched Monday Blantyre district village among nine normal chicks hatched day Two four legs suspended said owner added established chick using three anal parts Opposition Alliance For Democracy AFORD members parliament Wednesday boycotted environmental seminar northern Malawi learning would officially opened fellow AFORD MP Myinga Mkandawire accepted appointment research environment minister party severed coalition partnership ruling United Democratic Front party,GCAT
Following main stories Croatian newspapers Thursday Postponement municipal elections Bosnia could negatively affect peace process say Bosnian Croat leaders Croatian institutions slow enter Eastern Slavonia last Serbheld region country Government holding talks Thursday local Serb representatives inform rights Yugoslavias allegation holds Croats prisons must treated reserve Normalisation relations Croatia Yugoslavia railway road links established bilateral agreements reached Government reached decision setting maximum bread price come force time yet manufacturers traders still time set price themselves In first seven months exports totalled billion percent less period last year Imports percent lower billion Croatias main trade partners Germany Italy In portfolio Croatian Privatisation Fund still shares worth billion kuna But privatisation process based provisional assessment firms worth VECERNJI LIST Figures industrial output provided Central Statistics Bureau may correspond real situation since include small entrepreneurs did picture would much better SLOBODNA DALMACIJA In negotiations Yugoslavia Croatia demand billion kuna war reparations Croatian Electricity Board sign agreement Hungarian counterpart Budapest electricity grid link Croatia central eastern Europe Croatia invest million German marks project Zagreb Newsroom,GCAT
DELO Slovenian Motorways said km motorway around capital Ljubljana would finished Pension Fund said pensions August would remain unchanged July Strike machine producer Litostroj continues th day due unpaid salaries DNEVNIK In past five years Slovenia opened diplomatic missions abroad The government plans open another three India South Africa Denmark Some percent Slovenians believe parliament right rule referendum changes electoral system held upcoming general elections due take place December survey showed REPUBLIKA The government said Slovenian citizen Nicholas Oman could longer act honorary consul Liberia allegations linking arms trading,GCAT
Following main stories Thursdays Sri Lankan newspapers VEERAKESARI Estate workers unions demonstrate front Labour Ministry back demands resumption payment cost living allowance President Chandrika Kumaratunga tells ruling Peoples Alliance organisers select candidates local government polls within two weeks THINAKARAN Estate union leaders meet Labour Minister Mahinda Rajapakse talks resuming payment cost living allowance Thirty thousand fishermen strike th day Tamil Nadu protest seizure boats helping ferry Sri Lankan Tamil refugees south India DAILY NEWS Indian fishermen say Tamil Tiger rebels forcing take Sri Lankan Tamil refugees Tamil Nadu gun point THE ISLAND Sri Lanka Moslem Congress leader Shipping Minister Mohamed Ashraff reiterate call separate Moslem council northeast province devolution plan end ethnic war LANKADEEPA Navy investigating reports fisherman submarine sighted one km Colombo port Colombo harbour security tightened intelligence Tamil Tiger rebels could planning attack port DIVAINA LTTE executes badly wounded fighters eastern Thoppigala jungles police say Some wounded lost limbs eyesight fighting government forces DINAMINA Troops kill eight Tamil Tiger rebels ambush Weli Oya Colombo newsroom tel,GCAT
These significant items Ivorian press Monday Reuters verified stories vouch accuracy FRATERNITE MATIN An editorial page two government daily denounces treatment black Africans France particularly Fridays police raid Paris church African illegal immigrants sought sanctuary The government daily reviews progress year since President Henri Konan Bedies main preelection policy speech cites progress economic development regional integration fight crime A backpage advertisement Ivory Coasts privatisation committee urges Ivorians become shareholders explains involved LA VOIE Parliament debate draft law week give security forces wider powers enter private homes search evidence crime It seeks extend right entry members police gendarmerie time day night Fullpage colour advertisement privatisation committee urges individuals buy shares port cargo handling company SIVOM Societe Ivoirienne dOperations Maritimes today Monday LE JOUR Ivorian journalists union UNJCI urges amnesty three colleagues jailed insulting President Bedie = CFA Abidjan newsroom,GCAT
